Dex,Pokemon,Moves,Levels
26,raichu,"megapunch, payday, thunderpunch, slam, megakick, headbutt, bodyslam, takedown, doubleedge, tailwhip, growl, surf, hyperbeam, submission, seismictoss, strength, thundershock, thunderbolt, thunderwave, thunder, dig, toxic, agility, quickattack, rage, mimic, doubleteam, defensecurl, lightscreen, reflect, bide, swift, skullbash, flash, rest, substitute, thief, snore, curse, reversal, protect, sweetkiss, mudslap, zapcannon, detect, endure, charm, rollout, swagger, spark, attract, sleeptalk, return, frustration, safeguard, dynamicpunch, encore, irontail, hiddenpower, raindance, rocksmash, fakeout, uproar, facade, focuspunch, charge, helpinghand, brickbreak, knockoff, endeavor, secretpower, calmmind, shockwave, naturalgift, feint, fling, focusblast, gigaimpact, nastyplot, discharge, captivate, grassknot, chargebeam, electroball, round, echoedvoice, voltswitch, electroweb, wildcharge, disarmingvoice, drainingkiss, playrough, playnice, confide, eerieimpulse, electricterrain, nuzzle, speedswap, brutalswing, terablast, trailblaze, alluringvoice, upperhand","101, 101, 101, 1, 101, 101, 101, 101, 101, 1, 1, 101, 101, 101, 101, 101, 1, 101, 1, 101, 101, 101, 1, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 1, 101, 101, 1, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 1, 1, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101"
27,sandshrew,"scratch, swordsdance, cut, sandattack, headbutt, bodyslam, takedown, doubleedge, poisonsting, submission, lowkick, seismictoss, strength, earthquake, fissure, dig, toxic, agility, rage, mimic, doubleteam, defensecurl, bide, swift, skullbash, amnesia, leechlife, furyswipes, rest, rockslide, superfang, slash, substitute, thief, snore, curse, protect, mudslap, spikes, detect, sandstorm, endure, rollout, falseswipe, swagger, furycutter, attract, sleeptalk, return, frustration, safeguard, magnitude, dynamicpunch, rapidspin, irontail, metalclaw, hiddenpower, sunnyday, rocksmash, facade, focuspunch, brickbreak, knockoff, endeavor, secretpower, rocktomb, sandtomb, aerialace, mudshot, gyroball, naturalgift, fling, poisonjab, xscissor, earthpower, shadowclaw, rockclimb, stoneedge, captivate, stealthrock, honeclaws, smackdown, round, bulldoze, workup, confide, highhorsepower, throatchop, stompingtantrum, scorchingsands, terablast","1, 101, 101, 10, 101, 101, 101, 101, 24, 101, 101, 101, 101, 101, 101, 101, 101, 27, 101, 101, 101, 6, 101, 31, 101, 101, 101, 38, 101, 101, 101, 17, 101, 101, 101, 101, 101, 101, 101, 101, 45, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 17, 101, 13, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 45, 101, 101, 33, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
28,sandslash,"scratch, swordsdance, cut, sandattack, headbutt, bodyslam, takedown, doubleedge, poisonsting, pinmissile, hyperbeam, submission, lowkick, counter, seismictoss, strength, earthquake, fissure, dig, toxic, agility, rage, mimic, doubleteam, defensecurl, bide, swift, skullbash, amnesia, leechlife, furyswipes, rest, rockslide, superfang, slash, substitute, thief, snore, curse, protect, mudslap, spikes, detect, sandstorm, endure, rollout, falseswipe, swagger, furycutter, attract, sleeptalk, return, frustration, safeguard, magnitude, dynamicpunch, rapidspin, irontail, metalclaw, hiddenpower, sunnyday, rocksmash, facade, focuspunch, brickbreak, knockoff, endeavor, secretpower, crushclaw, rocktomb, sandtomb, aerialace, mudshot, gyroball, naturalgift, fling, poisonjab, xscissor, focusblast, earthpower, gigaimpact, shadowclaw, rockclimb, gunkshot, stoneedge, captivate, stealthrock, honeclaws, smackdown, round, bulldoze, workup, drillrun, confide, highhorsepower, throatchop, stompingtantrum, scorchingsands, terablast","1, 101, 101, 1, 101, 101, 101, 101, 27, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 36, 101, 101, 101, 47, 101, 101, 101, 17, 101, 101, 101, 101, 101, 101, 101, 101, 52, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 17, 101, 13, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 22, 101, 52, 101, 101, 45, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
29,nidoran-f,"scratch, cut, doublekick, headbutt, tackle, bodyslam, takedown, doubleedge, tailwhip, poisonsting, bite, growl, icebeam, blizzard, strength, thunderbolt, thunder, dig, toxic, rage, mimic, doubleteam, defensecurl, reflect, focusenergy, bide, skullbash, furyswipes, rest, superfang, substitute, thief, snore, curse, protect, sludgebomb, mudslap, detect, endure, charm, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, sunnyday, crunch, rocksmash, beatup, flatter, facade, helpinghand, secretpower, poisonfang, aerialace, shockwave, waterpulse, naturalgift, toxicspikes, poisonjab, earthpower, shadowclaw, captivate, honeclaws, venoshock, round, echoedvoice, confide, venomdrench","8, 101, 43, 101, 1, 101, 101, 101, 21, 14, 29, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 36, 101, 27, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 47, 101, 101, 38, 101, 23, 101, 45, 101, 101, 101, 101, 31, 101, 55, 101, 43, 101, 101, 101, 101, 101, 101"
30,nidorina,"scratch, cut, doublekick, headbutt, horndrill, tackle, bodyslam, takedown, doubleedge, tailwhip, poisonsting, bite, growl, watergun, icebeam, blizzard, bubblebeam, strength, thunderbolt, thunder, dig, toxic, rage, mimic, doubleteam, defensecurl, reflect, focusenergy, bide, skullbash, furyswipes, rest, superfang, substitute, thief, snore, curse, protect, sludgebomb, mudslap, detect, endure, charm, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, sunnyday, crunch, rocksmash, beatup, flatter, facade, helpinghand, secretpower, poisonfang, aerialace, shockwave, waterpulse, naturalgift, toxicspikes, poisonjab, earthpower, shadowclaw, captivate, honeclaws, venoshock, round, echoedvoice, confide, venomdrench, stompingtantrum","1, 101, 50, 101, 101, 1, 101, 101, 101, 23, 14, 32, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 41, 101, 47, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 53, 101, 101, 43, 101, 26, 101, 58, 101, 101, 101, 101, 35, 101, 71, 101, 50, 101, 101, 101, 101, 101, 101, 101"
31,nidoqueen,"megapunch, payday, firepunch, icepunch, thunderpunch, scratch, cut, doublekick, megakick, headbutt, horndrill, tackle, bodyslam, takedown, doubleedge, tailwhip, poisonsting, bite, growl, roar, supersonic, flamethrower, watergun, surf, icebeam, blizzard, bubblebeam, hyperbeam, submission, counter, seismictoss, strength, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, doubleteam, defensecurl, reflect, focusenergy, bide, fireblast, skullbash, furyswipes, rest, rockslide, substitute, thief, snore, curse, protect, sludgebomb, mudslap, icywind, detect, outrage, sandstorm, endure, charm, swagger, furycutter, attract, sleeptalk, return, frustration, dynamicpunch, irontail, hiddenpower, raindance, sunnyday, crunch, shadowball, rocksmash, whirlpool, beatup, uproar, torment, flatter, facade, focuspunch, taunt, helpinghand, superpower, brickbreak, secretpower, rocktomb, sandtomb, aerialace, mudshot, rockblast, shockwave, waterpulse, naturalgift, fling, toxicspikes, poisonjab, dragonpulse, focusblast, earthpower, gigaimpact, avalanche, shadowclaw, rockclimb, stoneedge, captivate, stealthrock, honeclaws, venoshock, smackdown, sludgewave, round, echoedvoice, chipaway, hex, incinerate, quash, bulldoze, dragontail, drillrun, confide, venomdrench, poweruppunch, highhorsepower, throatchop, stompingtantrum, bodypress","101, 101, 101, 101, 101, 1, 101, 12, 101, 101, 101, 1, 1, 101, 101, 1, 14, 1, 1, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 23, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
33,nidorino,"cut, doublekick, headbutt, hornattack, furyattack, horndrill, tackle, bodyslam, takedown, doubleedge, poisonsting, leer, watergun, icebeam, blizzard, bubblebeam, peck, strength, thunderbolt, thunder, dig, toxic, rage, mimic, doubleteam, defensecurl, reflect, focusenergy, bide, skullbash, amnesia, rest, substitute, thief, snore, curse, protect, sludgebomb, mudslap, detect, endure, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, sunnyday, rocksmash, beatup, flatter, facade, helpinghand, secretpower, shockwave, waterpulse, naturalgift, toxicspikes, poisonjab, earthpower, shadowclaw, captivate, honeclaws, venoshock, round, echoedvoice, drillrun, confide, venomdrench, smartstrike, stompingtantrum","101, 50, 101, 1, 32, 41, 1, 101, 101, 101, 14, 1, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 23, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 43, 101, 26, 101, 101, 101, 101, 35, 43, 71, 101, 50, 101, 101, 101, 101, 101, 101, 101, 101, 101"
34,nidoking,"megapunch, payday, firepunch, icepunch, thunderpunch, cut, doublekick, megakick, headbutt, hornattack, furyattack, horndrill, tackle, bodyslam, takedown, thrash, doubleedge, poisonsting, leer, roar, supersonic, flamethrower, watergun, surf, icebeam, blizzard, bubblebeam, hyperbeam, peck, submission, counter, seismictoss, strength, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, doubleteam, defensecurl, reflect, focusenergy, bide, fireblast, skullbash, amnesia, rest, rockslide, substitute, thief, snore, curse, protect, sludgebomb, mudslap, icywind, detect, outrage, sandstorm, endure, swagger, furycutter, attract, sleeptalk, return, frustration, dynamicpunch, megahorn, irontail, hiddenpower, raindance, sunnyday, shadowball, rocksmash, whirlpool, beatup, uproar, torment, flatter, facade, focuspunch, taunt, helpinghand, superpower, brickbreak, secretpower, rocktomb, sandtomb, mudshot, rockblast, shockwave, waterpulse, naturalgift, fling, toxicspikes, poisonjab, dragonpulse, focusblast, earthpower, gigaimpact, avalanche, shadowclaw, rockclimb, stoneedge, captivate, stealthrock, honeclaws, venoshock, smackdown, sludgewave, round, echoedvoice, chipaway, hex, incinerate, quash, bulldoze, dragontail, drillrun, confide, venomdrench, poweruppunch, highhorsepower, throatchop, smartstrike, stompingtantrum, bodypress","101, 101, 101, 101, 101, 101, 12, 101, 101, 1, 1, 101, 1, 101, 101, 1, 101, 1, 1, 101, 1, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 23, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
35,clefairy,"pound, doubleslap, megapunch, firepunch, icepunch, thunderpunch, megakick, headbutt, bodyslam, takedown, doubleedge, growl, sing, flamethrower, watergun, icebeam, blizzard, psybeam, bubblebeam, submission, counter, seismictoss, strength, solarbeam, thunderbolt, thunderwave, thunder, dig, toxic, psychic, rage, teleport, nightshade, mimic, doubleteam, minimize, defensecurl, lightscreen, reflect, bide, metronome, fireblast, swift, skullbash, amnesia, dreameater, flash, psywave, splash, rest, triattack, substitute, thief, nightmare, snore, curse, protect, sweetkiss, mudslap, zapcannon, icywind, detect, endure, charm, rollout, swagger, attract, sleeptalk, return, frustration, safeguard, dynamicpunch, batonpass, encore, irontail, moonlight, hiddenpower, raindance, sunnyday, psychup, shadowball, rocksmash, uproar, facade, focuspunch, followme, helpinghand, trick, recycle, brickbreak, knockoff, endeavor, skillswap, imprison, snatch, secretpower, hypervoice, meteormash, faketears, cosmicpower, bounce, magicalleaf, calmmind, shockwave, waterpulse, gravity, wakeupslap, healingwish, naturalgift, fling, luckychant, copycat, drainpunch, zenheadbutt, captivate, stealthrock, grassknot, chargebeam, wonderroom, psyshock, telekinesis, afteryou, round, echoedvoice, storedpower, allyswitch, incinerate, retaliate, bestow, workup, disarmingvoice, drainingkiss, mistyterrain, playrough, moonblast, confide, mysticalfire, dazzlinggleam, poweruppunch, spotlight, lifedew, meteorbeam, mistyexplosion, dualwingbeat, terablast, chillingwater, alluringvoice","1, 18, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 13, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 24, 39, 48, 101, 101, 31, 101, 101, 101, 16, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 4, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 17, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 45, 101, 33, 101, 101, 101, 101, 101, 34, 22, 46, 101, 101, 28, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 52, 101, 101, 43, 101, 101, 101, 25, 101, 1, 101, 101, 101, 46, 101, 101, 101, 101, 1, 16, 101, 101, 101, 101, 101, 101"
36,clefable,"pound, doubleslap, megapunch, firepunch, icepunch, thunderpunch, megakick, headbutt, bodyslam, takedown, doubleedge, growl, sing, flamethrower, watergun, icebeam, blizzard, psybeam, bubblebeam, hyperbeam, submission, counter, seismictoss, strength, solarbeam, thunderbolt, thunderwave, thunder, dig, toxic, psychic, rage, teleport, nightshade, mimic, doubleteam, minimize, defensecurl, lightscreen, reflect, bide, metronome, fireblast, swift, skullbash, amnesia, dreameater, flash, psywave, splash, rest, triattack, substitute, thief, nightmare, snore, curse, protect, sweetkiss, mudslap, zapcannon, icywind, detect, endure, charm, rollout, swagger, attract, sleeptalk, return, frustration, safeguard, dynamicpunch, batonpass, encore, irontail, moonlight, hiddenpower, raindance, sunnyday, psychup, shadowball, futuresight, rocksmash, uproar, facade, focuspunch, followme, helpinghand, trick, recycle, brickbreak, knockoff, endeavor, skillswap, imprison, snatch, secretpower, hypervoice, meteormash, faketears, cosmicpower, bounce, magicalleaf, calmmind, shockwave, waterpulse, gravity, healingwish, naturalgift, fling, copycat, drainpunch, focusblast, gigaimpact, zenheadbutt, captivate, stealthrock, grassknot, chargebeam, wonderroom, psyshock, telekinesis, afteryou, round, echoedvoice, storedpower, allyswitch, incinerate, retaliate, workup, disarmingvoice, drainingkiss, mistyterrain, playrough, moonblast, confide, mysticalfire, dazzlinggleam, poweruppunch, spotlight, lifedew, meteorbeam, mistyexplosion, dualwingbeat, terablast, chillingwater, alluringvoice","1, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 1, 101, 101, 101, 101, 101, 1, 1, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 1, 101, 101, 101, 101, 1, 101, 101, 101, 1, 101, 101, 101, 101, 1, 1, 101, 101, 101, 101, 101, 101"
37,vulpix,"headbutt, tackle, bodyslam, takedown, doubleedge, tailwhip, roar, disable, ember, flamethrower, firespin, dig, toxic, agility, quickattack, rage, mimic, doubleteam, confuseray, reflect, bide, fireblast, swift, skullbash, rest, substitute, snore, curse, spite, protect, feintattack, endure, charm, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, batonpass, encore, irontail, hiddenpower, sunnyday, psychup, heatwave, willowisp, facade, helpinghand, imprison, grudge, secretpower, weatherball, overheat, extrasensory, naturalgift, payback, powerswap, flareblitz, darkpulse, energyball, nastyplot, zenheadbutt, captivate, flameburst, flamecharge, foulplay, round, hex, incinerate, inferno, tailslap, snarl, confide, mysticalfire, babydolleyes, burningjealousy, terablast","101, 1, 101, 101, 101, 1, 21, 4, 1, 35, 42, 101, 101, 101, 16, 101, 101, 101, 28, 101, 101, 101, 101, 101, 101, 101, 101, 101, 12, 101, 20, 101, 101, 101, 101, 101, 101, 101, 25, 101, 101, 101, 101, 101, 101, 101, 101, 17, 101, 101, 25, 37, 101, 101, 101, 44, 101, 31, 101, 101, 101, 101, 101, 101, 37, 24, 101, 101, 101, 28, 101, 44, 101, 101, 101, 101, 9, 101, 101"
38,ninetales,"headbutt, tackle, bodyslam, takedown, doubleedge, tailwhip, roar, disable, ember, flamethrower, hyperbeam, solarbeam, firespin, dig, toxic, hypnosis, agility, quickattack, rage, nightshade, mimic, doubleteam, confuseray, reflect, bide, fireblast, swift, skullbash, dreameater, rest, substitute, snore, curse, spite, protect, endure, charm, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, batonpass, encore, irontail, hiddenpower, sunnyday, psychup, shadowball, heatwave, willowisp, facade, helpinghand, imprison, grudge, secretpower, weatherball, faketears, overheat, extrasensory, calmmind, naturalgift, payback, powerswap, flareblitz, darkpulse, energyball, gigaimpact, nastyplot, zenheadbutt, captivate, psyshock, flamecharge, foulplay, round, storedpower, hex, incinerate, inferno, tailslap, snarl, confide, mysticalfire, burningjealousy, scorchingsands, terablast","101, 1, 101, 101, 101, 1, 1, 1, 1, 101, 101, 101, 43, 101, 101, 1, 101, 1, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 1, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101"
